path,bytes_uncompressed,over_2mb,crawl_window_bytes,body_start_byte,h1_pos_byte,h1_in_first_2mb,top20_byte_cutoff,h1_in_top20_html,top20_body_byte_cutoff,h1_in_top20_body,uniqueness_marker,uniqueness_pos_byte,uniqueness_in_first_2mb,uniqueness_in_top20_html,uniqueness_in_top20_body
facility/accura-healthcare-of-aurelia-llc-aurelia-ia-51005-1caz7iu/index.html,6043,false,6043,855,942,true,1208,true,1892,true,Facility Data Signals,918,true,true,true
facility/accura-healthcare-of-bancroft-bancroft-ia-50517-17n9olf/index.html,6023,false,6023,843,930,true,1204,true,1879,true,Facility Data Signals,906,true,true,true
facility/accura-healthcare-of-carroll-carroll-ia-51401-1f2hlsm/index.html,5988,false,5988,831,918,true,1197,true,1862,true,Facility Data Signals,894,true,true,true
facility/accura-healthcare-of-cascade-llc-cascade-ia-52033-n5lvdo/index.html,6043,false,6043,850,937,true,1208,true,1888,true,Facility Data Signals,913,true,true,true
facility/accura-healthcare-of-cherokee-llc-cherokee-ia-51012-1p2yi8a/index.html,6074,false,6074,867,954,true,1214,true,1908,true,Facility Data Signals,930,true,true,true
facility/accura-healthcare-of-cresco-cresco-ia-52136-ra1i7d/index.html,5942,false,5942,818,905,true,1188,true,1842,true,Facility Data Signals,881,true,true,true
facility/accura-healthcare-of-creston-creston-ia-50801-h9ycnb/index.html,5973,false,5973,830,917,true,1194,true,1858,true,Facility Data Signals,893,true,true,true
facility/accura-healthcare-of-franklin-franklin-ne-68939-ixtgkr/index.html,6069,false,6069,846,933,true,1213,true,1890,true,Facility Data Signals,909,true,true,true
facility/accura-healthcare-of-fullerton-fullerton-ne-68638-18jrell/index.html,6113,false,6113,859,946,true,1222,true,1909,true,Facility Data Signals,922,true,true,true
facility/accura-healthcare-of-hartington-hartington-ne-68739-hgh36i/index.html,6155,false,6155,870,957,true,1231,true,1927,true,Facility Data Signals,933,true,true,true
facility/accura-healthcare-of-kenesaw-kenesaw-ne-68956-1l09iw9/index.html,6049,false,6049,835,922,true,1209,true,1877,true,Facility Data Signals,898,true,true,true
facility/accura-healthcare-of-knoxville-llc-knoxville-ia-50138-878m3y/index.html,6116,false,6116,878,965,true,1223,true,1925,true,Facility Data Signals,941,true,true,true
facility/accura-healthcare-of-lake-city-llc-lake-city-ia-51449-ai5xxt/index.html,6110,false,6110,878,965,true,1222,true,1924,true,Facility Data Signals,941,true,true,true
facility/accura-healthcare-of-le-mars-le-mars-ia-51031-1niuf53/index.html,5978,false,5978,831,918,true,1195,true,1860,true,Facility Data Signals,894,true,true,true
facility/accura-healthcare-of-marshalltown-marshalltown-ia-50158-sjno8d/index.html,6164,false,6164,890,977,true,1232,true,1944,true,Facility Data Signals,953,true,true,true
facility/accura-healthcare-of-milford-milford-ia-51351-1gynano/index.html,5976,false,5976,831,918,true,1195,true,1860,true,Facility Data Signals,894,true,true,true
facility/accura-healthcare-of-muscatine-muscatine-ia-52761-1v7wmh9/index.html,6054,false,6054,855,942,true,1210,true,1894,true,Facility Data Signals,918,true,true,true
facility/accura-healthcare-of-neligh-neligh-ne-68756-8wqomo/index.html,5999,false,5999,822,909,true,1199,true,1857,true,Facility Data Signals,885,true,true,true
facility/accura-healthcare-of-new-hampton-new-hampton-ia-50659-16axwko/index.html,6126,false,6126,879,966,true,1225,true,1928,true,Facility Data Signals,942,true,true,true
facility/accura-healthcare-of-newton-east-llc-newton-ia-50208-x5mc6d/index.html,6081,false,6081,867,954,true,1216,true,1909,true,Facility Data Signals,930,true,true,true
facility/accura-healthcare-of-north-platte-north-platte-ne-69101-1j3sy3d/index.html,6222,false,6222,895,982,true,1244,true,1960,true,Facility Data Signals,958,true,true,true
facility/accura-healthcare-of-o-neill-o-neill-ne-68763-1yzvdfe/index.html,6126,false,6126,849,936,true,1225,true,1904,true,Facility Data Signals,912,true,true,true
facility/accura-healthcare-of-ogden-llc-ogden-ia-50212-1rwsbv9/index.html,5969,false,5969,831,918,true,1193,true,1858,true,Facility Data Signals,894,true,true,true
facility/accura-healthcare-of-onawa-llc-onawa-ia-51040-1vgap6/index.html,5970,false,5970,830,917,true,1194,true,1858,true,Facility Data Signals,893,true,true,true
facility/accura-healthcare-of-pierce-pierce-ne-68767-jyhbmd/index.html,6013,false,6013,822,909,true,1202,true,1860,true,Facility Data Signals,885,true,true,true
facility/accura-healthcare-of-pleasantville-llc-pleasantville-ia-50225-zv8yvi/index.html,6252,false,6252,926,1013,true,1250,true,1991,true,Facility Data Signals,989,true,true,true
facility/accura-healthcare-of-pomeroy-llc-pomeroy-ia-50575-uwbw7t/index.html,6036,false,6036,854,941,true,1207,true,1890,true,Facility Data Signals,917,true,true,true
facility/accura-healthcare-of-shenandoah-shenandoah-ia-51601-seqst2/index.html,6088,false,6088,866,953,true,1217,true,1910,true,Facility Data Signals,929,true,true,true
facility/accura-healthcare-of-sioux-city-llc-sioux-city-ia-51104-vtb1cm/index.html,6149,false,6149,890,977,true,1229,true,1941,true,Facility Data Signals,953,true,true,true
facility/accura-healthcare-of-spirit-lake-spirit-lake-ia-51360-1yo9ajq/index.html,6120,false,6120,879,966,true,1224,true,1927,true,Facility Data Signals,942,true,true,true
facility/accura-healthcare-of-stanton-stanton-ia-51573-6yfviy/index.html,5977,false,5977,830,917,true,1195,true,1859,true,Facility Data Signals,893,true,true,true
facility/accura-healthcare-of-tekamah-tekamah-ne-68061-32qxdr/index.html,6032,false,6032,834,921,true,1206,true,1873,true,Facility Data Signals,897,true,true,true
facility/accura-healthcare-of-toledo-toledo-ia-52342-5cnmi2/index.html,5944,false,5944,818,905,true,1188,true,1843,true,Facility Data Signals,881,true,true,true
facility/achieve-rehab-and-nursing-facility-liberty-ny-12754-999tt5/index.html,6110,false,6110,864,951,true,1222,true,1913,true,Facility Data Signals,927,true,true,true
facility/achieve-rehabilitation-and-nursing-center-anderson-sc-29624-1tgtdef/index.html,6339,false,6339,913,1000,true,1267,true,1998,true,Facility Data Signals,976,true,true,true
facility/actors-fund-home-the-englewood-nj-7631-15d9q6j/index.html,6037,false,6037,814,901,true,1207,true,1858,true,Facility Data Signals,877,true,true,true
facility/ada-care-center-ada-ok-74820-19gnc1a/index.html,5817,false,5817,742,829,true,1163,true,1757,true,Facility Data Signals,805,true,true,true
facility/adair-village-clinton-mo-64735-wjux6x/index.html,5874,false,5874,759,846,true,1174,true,1782,true,Facility Data Signals,822,true,true,true
facility/adams-county-manor-west-union-oh-45693-1j9qu1y/index.html,5932,false,5932,802,889,true,1186,true,1828,true,Facility Data Signals,865,true,true,true
facility/adams-farm-living-rehabilitation-jamestown-nc-27282-1sf3sb8/index.html,6285,false,6285,899,986,true,1257,true,1976,true,Facility Data Signals,962,true,true,true
facility/adams-heritage-monroeville-in-46773-ltq9ud/index.html,5949,false,5949,791,878,true,1189,true,1822,true,Facility Data Signals,854,true,true,true
facility/adams-rehabilitation-and-healthcare-center-alexander-city-al-35010-kqp0qv/index.html,6360,false,6360,952,1039,true,1272,true,2033,true,Facility Data Signals,1015,true,true,true
facility/adams-woodcrest-decatur-in-46733-1fpvoka/index.html,5868,false,5868,769,856,true,1173,true,1788,true,Facility Data Signals,832,true,true,true
facility/adamsplace-llc-murfreesboro-tn-37129-1ykjpm0/index.html,6030,false,6030,805,892,true,1206,true,1850,true,Facility Data Signals,868,true,true,true
facility/adamsville-healthcare-and-rehabilitation-center-adamsville-tn-38310-e7m81c/index.html,6352,false,6352,951,1038,true,1270,true,2031,true,Facility Data Signals,1014,true,true,true
facility/adara-living-broomfield-co-80020-i2r72x/index.html,5923,false,5923,775,862,true,1184,true,1804,true,Facility Data Signals,838,true,true,true
facility/addison-healthcare-center-masury-oh-44438-4of72g/index.html,5921,false,5921,808,895,true,1184,true,1830,true,Facility Data Signals,871,true,true,true
facility/addison-heights-health-and-rehabilitation-center-maumee-oh-43537-154o2ju/index.html,6184,false,6184,924,1011,true,1236,true,1976,true,Facility Data Signals,987,true,true,true
facility/addison-pointe-health-rehabilitation-center-chesterton-in-46304-99qtjg/index.html,6322,false,6322,953,1040,true,1264,true,2026,true,Facility Data Signals,1016,true,true,true
facility/addolorata-villa-wheeling-il-60090-dyve5r/index.html,5919,false,5919,781,868,true,1183,true,1808,true,Facility Data Signals,844,true,true,true
facility/adel-acres-adel-ia-50003-7l7gd9/index.html,5692,false,5692,719,806,true,1138,true,1713,true,Facility Data Signals,782,true,true,true
facility/adelphi-nursing-and-rehabilitation-center-adelphi-md-20783-1eth293/index.html,6205,false,6205,900,987,true,1241,true,1961,true,Facility Data Signals,963,true,true,true
facility/adira-at-riverside-rehabilitation-and-nursing-yonkers-ny-10701-107s7zv/index.html,6247,false,6247,920,1007,true,1249,true,1985,true,Facility Data Signals,983,true,true,true
facility/adira-medical-resort-bossier-city-la-71111-g32dug/index.html,6080,false,6080,830,917,true,1216,true,1880,true,Facility Data Signals,893,true,true,true
facility/adira-nursing-and-rehabilitation-saginaw-mi-48602-x1huv8/index.html,6090,false,6090,854,941,true,1218,true,1901,true,Facility Data Signals,917,true,true,true
facility/admiral-at-the-lake-the-chicago-il-60640-j9w6da/index.html,6001,false,6001,813,900,true,1200,true,1850,true,Facility Data Signals,876,true,true,true
facility/admiral-s-pointe-nursing-rehabilitation-huron-oh-44839-1oxxbp9/index.html,6129,false,6129,900,987,true,1225,true,1945,true,Facility Data Signals,963,true,true,true
facility/adrian-bay-rehabilitation-and-nursing-center-adrian-mi-49221-1qfsgdd/index.html,6218,false,6218,908,995,true,1243,true,1970,true,Facility Data Signals,971,true,true,true
facility/adroit-care-rehabilitation-and-nursing-center-rahway-nj-7065-5dkj3p/index.html,6258,false,6258,913,1000,true,1251,true,1982,true,Facility Data Signals,976,true,true,true
facility/advance-health-care-of-scottsdale-scottsdale-az-85258-1e7v5y2/index.html,6167,false,6167,880,967,true,1233,true,1937,true,Facility Data Signals,943,true,true,true
facility/advanced-care-center-clearwater-fl-33759-1s72f8p/index.html,5999,false,5999,815,902,true,1199,true,1851,true,Facility Data Signals,878,true,true,true
facility/advanced-care-of-st-joseph-saint-joseph-mo-64505-37cunt/index.html,6135,false,6135,859,946,true,1227,true,1914,true,Facility Data Signals,922,true,true,true
facility/advanced-center-for-nursing-rehabilitation-new-haven-ct-6519-1qby78w/index.html,6357,false,6357,945,1032,true,1271,true,2027,true,Facility Data Signals,1008,true,true,true
facility/advanced-health-care-of-albuquerque-albuquerque-nm-87107-167qsy0/index.html,6265,false,6265,900,987,true,1253,true,1973,true,Facility Data Signals,963,true,true,true
facility/advanced-health-care-of-aurora-aurora-co-80012-16j7rtx/index.html,6046,false,6046,838,925,true,1209,true,1879,true,Facility Data Signals,901,true,true,true
facility/advanced-health-care-of-cincinnati-cincinnati-oh-45246-1la459s/index.html,6130,false,6130,882,969,true,1226,true,1931,true,Facility Data Signals,945,true,true,true
facility/advanced-health-care-of-coeur-d-alene-coeur-d-alene-id-83814-1dilzn/index.html,6297,false,6297,926,1013,true,1259,true,2000,true,Facility Data Signals,989,true,true,true
facility/advanced-health-care-of-colorado-springs-colorado-springs-co-80910-b9b5ny/index.html,6391,false,6391,957,1044,true,1278,true,2043,true,Facility Data Signals,1020,true,true,true
facility/advanced-health-care-of-glendale-glendale-az-85306-5ry2zt/index.html,6108,false,6108,860,947,true,1221,true,1909,true,Facility Data Signals,923,true,true,true
facility/advanced-health-care-of-hanover-bethlehem-pa-18017-17tdatr/index.html,6213,false,6213,868,955,true,1242,true,1937,true,Facility Data Signals,931,true,true,true
facility/advanced-health-care-of-henderson-las-vegas-nv-89183-1q83hfo/index.html,6123,false,6123,872,959,true,1224,true,1922,true,Facility Data Signals,935,true,true,true
facility/advanced-health-care-of-las-vegas-las-vegas-nv-89118-h1bhq/index.html,6109,false,6109,870,957,true,1221,true,1917,true,Facility Data Signals,933,true,true,true
facility/advanced-health-care-of-overland-park-overland-park-ks-66207-cirph3/index.html,6270,false,6270,919,1006,true,1254,true,1989,true,Facility Data Signals,982,true,true,true
facility/advanced-health-care-of-paradise-las-vegas-nv-89121-1fow0nm/index.html,6131,false,6131,867,954,true,1226,true,1919,true,Facility Data Signals,930,true,true,true
facility/advanced-health-care-of-reno-reno-nv-89502-2sgcm7/index.html,5941,false,5941,811,898,true,1188,true,1837,true,Facility Data Signals,874,true,true,true
facility/advanced-health-care-of-sacramento-north-sacramento-ca-95815-de8dq3/index.html,6355,false,6355,929,1016,true,1271,true,2014,true,Facility Data Signals,992,true,true,true
facility/advanced-health-care-of-salem-salem-ut-84653-uwrb8i/index.html,5936,false,5936,821,908,true,1187,true,1844,true,Facility Data Signals,884,true,true,true
facility/advanced-health-care-of-st-george-st-george-ut-84790-pxpk1r/index.html,6107,false,6107,873,960,true,1221,true,1919,true,Facility Data Signals,936,true,true,true
facility/advanced-health-care-of-summerlin-las-vegas-nv-89128-1jmyyx4/index.html,6117,false,6117,872,959,true,1223,true,1921,true,Facility Data Signals,935,true,true,true
facility/advanced-health-rehab-center-of-garland-garland-tx-75043-1re8orf/index.html,6174,false,6174,911,998,true,1234,true,1963,true,Facility Data Signals,974,true,true,true
facility/advanced-healthcare-center-toledo-oh-43614-7ljk4e/index.html,5933,false,5933,813,900,true,1186,true,1837,true,Facility Data Signals,876,true,true,true
facility/advanced-healthcare-of-mesa-mesa-az-85205-rrmt0g/index.html,5952,false,5952,807,894,true,1190,true,1836,true,Facility Data Signals,870,true,true,true
facility/advanced-rehab-at-autumn-lake-healthcare-lutherville-md-21093-11wx3e/index.html,6284,false,6284,922,1009,true,1256,true,1994,true,Facility Data Signals,985,true,true,true
facility/advanced-rehab-center-of-tustin-santa-ana-ca-92705-1pfuqe6/index.html,6167,false,6167,866,953,true,1233,true,1926,true,Facility Data Signals,929,true,true,true
facility/advanced-rehabilitation-and-healthcare-of-athens-athens-tx-75751-ai9yh0/index.html,6208,false,6208,924,1011,true,1241,true,1980,true,Facility Data Signals,987,true,true,true
facility/advanced-rehabilitation-and-healthcare-of-bowie-bowie-tx-76230-1yf9tk5/index.html,6180,false,6180,913,1000,true,1236,true,1966,true,Facility Data Signals,976,true,true,true
facility/advanced-rehabilitation-and-healthcare-of-vernon-vernon-tx-76384-1q596ux/index.html,6207,false,6207,925,1012,true,1241,true,1981,true,Facility Data Signals,988,true,true,true
facility/advanced-rehabilitation-and-healthcare-of-wichita-wichita-falls-tx-76308-1tlw8d0/index.html,6378,false,6378,979,1066,true,1275,true,2058,true,Facility Data Signals,1042,true,true,true
facility/advanced-rehabilitation-healthcare-of-burleson-burleson-tx-76028-1s7usmo/index.html,6291,false,6291,953,1040,true,1258,true,2020,true,Facility Data Signals,1016,true,true,true
facility/advanced-rehabilitation-healthcare-of-live-oak-live-oak-tx-78233-6wjhjt/index.html,6282,false,6282,952,1039,true,1256,true,2018,true,Facility Data Signals,1015,true,true,true
facility/advanced-subacute-rehabilitation-center-at-sewell-sewell-nj-8080-yqxx7/index.html,6293,false,6293,932,1019,true,1258,true,2004,true,Facility Data Signals,995,true,true,true
facility/advena-living-at-fountainview-rose-hill-ks-67133-qy6o9a/index.html,6072,false,6072,851,938,true,1214,true,1895,true,Facility Data Signals,914,true,true,true
facility/advena-living-of-cherryvale-cherryvale-ks-67335-1urqco8/index.html,6070,false,6070,849,936,true,1214,true,1893,true,Facility Data Signals,912,true,true,true
facility/advena-living-of-clay-center-clay-center-ks-67432-1fo4ks9/index.html,6091,false,6091,861,948,true,1218,true,1907,true,Facility Data Signals,924,true,true,true
facility/adventist-health-delano-delano-ca-93215-c7jmhj/index.html,5989,false,5989,804,891,true,1197,true,1841,true,Facility Data Signals,867,true,true,true
facility/adventist-health-sonora-d-p-snf-sonora-ca-95370-18u0cr0/index.html,6122,false,6122,853,940,true,1224,true,1906,true,Facility Data Signals,916,true,true,true
facility/advinia-care-at-venice-venice-fl-34285-ej1un/index.html,5929,false,5929,795,882,true,1185,true,1821,true,Facility Data Signals,858,true,true,true
facility/adviniacare-at-naples-naples-fl-34109-gn8j0r/index.html,5938,false,5938,791,878,true,1187,true,1820,true,Facility Data Signals,854,true,true,true
facility/adviniacare-at-northbridge-northbridge-ma-1534-1i6ccps/index.html,6193,false,6193,857,944,true,1238,true,1924,true,Facility Data Signals,920,true,true,true
facility/adviniacare-at-provincetown-provincetown-ma-2657-1qwn74l/index.html,6226,false,6226,869,956,true,1245,true,1940,true,Facility Data Signals,932,true,true,true
facility/adviniacare-newburyport-newburyport-ma-1950-1dj5y71/index.html,6151,false,6151,842,929,true,1230,true,1903,true,Facility Data Signals,905,true,true,true
facility/adviniacare-newton-wellesley-wellesley-ma-2181-17o2ksq/index.html,6173,false,6173,853,940,true,1234,true,1917,true,Facility Data Signals,916,true,true,true
facility/aegis-health-and-rehabilitation-wildwood-mo-63021-sg2naj/index.html,6101,false,6101,856,943,true,1220,true,1905,true,Facility Data Signals,919,true,true,true
facility/aerius-health-center-riverview-mi-48193-obtoyn/index.html,5988,false,5988,808,895,true,1197,true,1844,true,Facility Data Signals,871,true,true,true
facility/affinity-healthcare-braintree-ma-2184-hq9y5u/index.html,6071,false,6071,807,894,true,1214,true,1859,true,Facility Data Signals,870,true,true,true
facility/affinity-skilled-living-and-rehabilitation-center-oakdale-ny-11769-1wjys8c/index.html,6297,false,6297,940,1027,true,1259,true,2011,true,Facility Data Signals,1003,true,true,true
facility/aftenro-home-duluth-mn-55811-1eszzqp/index.html,5859,false,5859,749,836,true,1171,true,1771,true,Facility Data Signals,812,true,true,true
facility/afton-oaks-nursing-center-houston-tx-77087-12f1jb5/index.html,5957,false,5957,817,904,true,1191,true,1845,true,Facility Data Signals,880,true,true,true
facility/agape-rehabilitation-nursing-center-a-waters-cm-johnson-city-tn-37604-douxkr/index.html,6457,false,6457,993,1080,true,1291,true,2085,true,Facility Data Signals,1056,true,true,true
facility/agawam-east-rehab-and-nursing-agawam-ma-1001-h5xudc/index.html,6107,false,6107,836,923,true,1221,true,1890,true,Facility Data Signals,899,true,true,true
facility/agawam-north-rehab-and-nursing-agawam-ma-1001-1vczcs5/index.html,6124,false,6124,842,929,true,1224,true,1898,true,Facility Data Signals,905,true,true,true
facility/agawam-south-rehab-and-nursing-agawam-ma-1001-utgp7w/index.html,6121,false,6121,841,928,true,1224,true,1897,true,Facility Data Signals,904,true,true,true
facility/agawam-west-rehab-and-nursing-agawam-ma-1001-12z5meg/index.html,6112,false,6112,837,924,true,1222,true,1892,true,Facility Data Signals,900,true,true,true
facility/agility-health-and-rehabilitation-university-place-wa-98467-1s1d6us/index.html,6360,false,6360,925,1012,true,1272,true,2012,true,Facility Data Signals,988,true,true,true
facility/ahava-healthcare-of-clarksville-clarksville-tn-37043-1nrifi6/index.html,6186,false,6186,879,966,true,1237,true,1940,true,Facility Data Signals,942,true,true,true
facility/ahc-bethesda-cookeville-tn-38501-1c0okca/index.html,5945,false,5945,777,864,true,1189,true,1810,true,Facility Data Signals,840,true,true,true
facility/ahc-crestview-brownsville-tn-38012-1owiyt8/index.html,5970,false,5970,789,876,true,1194,true,1825,true,Facility Data Signals,852,true,true,true
facility/ahc-lewis-county-hohenwald-tn-38462-fdxo2h/index.html,5965,false,5965,789,876,true,1193,true,1824,true,Facility Data Signals,852,true,true,true
facility/ahc-lexington-lexington-tn-38351-1bb6ipy/index.html,5938,false,5938,775,862,true,1187,true,1807,true,Facility Data Signals,838,true,true,true
facility/ahc-mckenzie-mc-kenzie-tn-38201-eusel5/index.html,5915,false,5915,769,856,true,1183,true,1798,true,Facility Data Signals,832,true,true,true
facility/ahc-mcnairy-county-selmer-tn-38375-1hfb93d/index.html,5929,false,5929,779,866,true,1185,true,1809,true,Facility Data Signals,842,true,true,true
facility/ahc-meadowbrook-pulaski-tn-38478-1rmkkva/index.html,5906,false,5906,771,858,true,1181,true,1798,true,Facility Data Signals,834,true,true,true
facility/ahc-mt-juliet-mount-juliet-tn-37122-kzbsch/index.html,6010,false,6010,795,882,true,1202,true,1838,true,Facility Data Signals,858,true,true,true
facility/ahc-of-lakewood-llc-lakewood-co-80215-e4yh6s/index.html,5962,false,5962,800,887,true,1192,true,1832,true,Facility Data Signals,863,true,true,true
facility/ahc-of-landerhaven-llc-mayfield-heights-oh-44124-kjru38/index.html,6107,false,6107,863,950,true,1221,true,1911,true,Facility Data Signals,926,true,true,true
facility/ahc-paris-paris-tn-38242-15l6xim/index.html,5792,false,5792,727,814,true,1158,true,1740,true,Facility Data Signals,790,true,true,true
facility/ahc-savannah-savannah-tn-38372-164v07k/index.html,5891,false,5891,763,850,true,1178,true,1788,true,Facility Data Signals,826,true,true,true
facility/ahc-vanco-goodlettsville-tn-37072-1q5j4lz/index.html,5997,false,5997,790,877,true,1199,true,1831,true,Facility Data Signals,853,true,true,true
facility/ahc-waverly-waverly-tn-37185-1h5hf7a/index.html,5854,false,5854,751,838,true,1170,true,1771,true,Facility Data Signals,814,true,true,true
facility/ahc-westwood-decaturville-tn-38329-1kicy8u/index.html,5991,false,5991,791,878,true,1198,true,1831,true,Facility Data Signals,854,true,true,true
facility/ahmc-seton-medical-center-daly-city-ca-94015-10xdqkh/index.html,6095,false,6095,836,923,true,1219,true,1887,true,Facility Data Signals,899,true,true,true
facility/ahoskie-health-and-rehabilitation-center-ahoskie-nc-27910-h03uw9/index.html,6298,false,6298,900,987,true,1259,true,1979,true,Facility Data Signals,963,true,true,true
facility/ahva-care-of-stickney-stickney-il-60402-q42a9e/index.html,5999,false,5999,806,893,true,1199,true,1844,true,Facility Data Signals,869,true,true,true
facility/ahva-care-of-winfield-winfield-il-60190-dd3gre/index.html,5999,false,5999,806,893,true,1199,true,1844,true,Facility Data Signals,869,true,true,true
facility/ahwatukee-post-acute-phoenix-az-85048-la3vzt/index.html,5941,false,5941,793,880,true,1188,true,1822,true,Facility Data Signals,856,true,true,true
facility/aicota-health-care-center-aitkin-mn-56431-1e7f398/index.html,6023,false,6023,814,901,true,1204,true,1855,true,Facility Data Signals,877,true,true,true
facility/aidan-senior-living-at-reedsport-reedsport-or-97467-xh1c0y/index.html,6097,false,6097,866,953,true,1219,true,1912,true,Facility Data Signals,929,true,true,true
facility/aiken-rehabilitation-and-care-center-aiken-sc-29801-11hy4y0/index.html,6199,false,6199,867,954,true,1239,true,1933,true,Facility Data Signals,930,true,true,true
facility/aitkin-health-services-aitkin-mn-56431-1bxi9fg/index.html,5985,false,5985,799,886,true,1197,true,1836,true,Facility Data Signals,862,true,true,true
facility/akron-care-center-inc-akron-ia-51001-vmkuew/index.html,5846,false,5846,785,872,true,1169,true,1797,true,Facility Data Signals,848,true,true,true
facility/alamance-health-care-center-burlington-nc-27217-1y3hy0g/index.html,6202,false,6202,857,944,true,1240,true,1926,true,Facility Data Signals,920,true,true,true
facility/alameda-care-center-burbank-ca-91506-190a208/index.html,5975,false,5975,792,879,true,1195,true,1828,true,Facility Data Signals,855,true,true,true
facility/alameda-center-for-rehabilitation-and-healthcare-perth-amboy-nj-8861-1pyif7u/index.html,6400,false,6400,964,1051,true,1280,true,2051,true,Facility Data Signals,1027,true,true,true
facility/alameda-county-medical-center-d-p-snf-san-leandro-ca-94578-1qiogun/index.html,6293,false,6293,910,997,true,1258,true,1986,true,Facility Data Signals,973,true,true,true
facility/alameda-healthcare-wellness-center-alameda-ca-94501-1io232l/index.html,6198,false,6198,891,978,true,1239,true,1952,true,Facility Data Signals,954,true,true,true
facility/alameda-hospital-d-p-snf-alameda-ca-94501-16fuwak/index.html,6029,false,6029,817,904,true,1205,true,1859,true,Facility Data Signals,880,true,true,true
facility/alameda-oaks-nursing-center-corpus-christi-tx-78404-fcde5m/index.html,6134,false,6134,875,962,true,1226,true,1926,true,Facility Data Signals,938,true,true,true
facility/alamitos-belmont-health-and-rehabilitation-long-beach-ca-90814-hl74th/index.html,6319,false,6319,927,1014,true,1263,true,2005,true,Facility Data Signals,990,true,true,true
facility/alamitos-west-health-rehabilitation-los-alamitos-ca-90720-u5dm9f/index.html,6325,false,6325,930,1017,true,1265,true,2009,true,Facility Data Signals,993,true,true,true
facility/alamo-nursing-and-rehabilitation-center-alamo-tn-38001-1iscmeq/index.html,6148,false,6148,877,964,true,1229,true,1931,true,Facility Data Signals,940,true,true,true
facility/alamo-nursing-home-inc-kalamazoo-mi-49009-sd99ib/index.html,6006,false,6006,818,905,true,1201,true,1855,true,Facility Data Signals,881,true,true,true
facility/alaris-health-at-belgrove-kearny-nj-7032-16rfn50/index.html,6017,false,6017,814,901,true,1203,true,1854,true,Facility Data Signals,877,true,true,true
facility/alaris-health-at-cedar-grove-cedar-grove-nj-7009-1bg01wb/index.html,6158,false,6158,864,951,true,1231,true,1922,true,Facility Data Signals,927,true,true,true
facility/alaris-health-at-hamilton-park-jersey-city-nj-7302-9huwaw/index.html,6191,false,6191,873,960,true,1238,true,1936,true,Facility Data Signals,936,true,true,true
facility/alaris-health-at-kearny-kearny-nj-7032-kg004l/index.html,5982,false,5982,803,890,true,1196,true,1838,true,Facility Data Signals,866,true,true,true
facility/alaris-health-at-st-mary-s-orange-nj-7050-1nnjudu/index.html,6055,false,6055,823,910,true,1211,true,1869,true,Facility Data Signals,886,true,true,true
facility/alaris-health-at-the-chateau-rochelle-park-nj-7662-15qs3of/index.html,6198,false,6198,878,965,true,1239,true,1942,true,Facility Data Signals,941,true,true,true
facility/alaris-health-at-west-orange-west-orange-nj-7052-ksfp2u/index.html,6163,false,6163,863,950,true,1232,true,1923,true,Facility Data Signals,926,true,true,true
facility/alaska-gardens-health-and-rehabilitation-tacoma-wa-98408-1szsygk/index.html,6215,false,6215,890,977,true,1243,true,1955,true,Facility Data Signals,953,true,true,true
facility/albany-health-care-rehabilitation-center-albany-in-47320-rmoyb3/index.html,6188,false,6188,910,997,true,1237,true,1965,true,Facility Data Signals,973,true,true,true
facility/albemarle-health-rehabilitation-center-charlottesville-va-22902-znzvkl/index.html,6396,false,6396,964,1051,true,1279,true,2050,true,Facility Data Signals,1027,true,true,true
facility/albertville-nursing-home-albertville-al-35950-i5vtr7/index.html,6091,false,6091,841,928,true,1218,true,1891,true,Facility Data Signals,904,true,true,true
facility/albuquerque-heights-healthcare-and-rehabilitation-albuquerque-nm-87109-1hl0p5b/index.html,6429,false,6429,970,1057,true,1285,true,2061,true,Facility Data Signals,1033,true,true,true
facility/alcester-care-and-rehab-center-inc-alcester-sd-57001-sxis2t/index.html,6214,false,6214,879,966,true,1242,true,1946,true,Facility Data Signals,942,true,true,true
facility/alcoa-pines-health-and-rehabilitation-benton-ar-72015-4wxkt1/index.html,6123,false,6123,872,959,true,1224,true,1922,true,Facility Data Signals,935,true,true,true
facility/alcott-rehabilitation-hospital-los-angeles-ca-90019-1trgzwq/index.html,6207,false,6207,875,962,true,1241,true,1941,true,Facility Data Signals,938,true,true,true
facility/alden-court-nursing-care-rehabilitation-center-fairhaven-ma-2719-nzoo9o/index.html,6424,false,6424,966,1053,true,1284,true,2057,true,Facility Data Signals,1029,true,true,true
facility/alden-courts-of-shorewood-shorewood-il-60404-4ej9ci/index.html,6056,false,6056,833,920,true,1211,true,1877,true,Facility Data Signals,896,true,true,true
facility/alden-courts-of-waterford-aurora-il-60504-8sp8to/index.html,5981,false,5981,812,899,true,1196,true,1845,true,Facility Data Signals,875,true,true,true
facility/alden-debes-rehab-hcc-rockford-il-61108-d70m14/index.html,6041,false,6041,830,917,true,1208,true,1872,true,Facility Data Signals,893,true,true,true
facility/alden-des-plaines-rehab-hc-des-plaines-il-60016-5k3wpz/index.html,6160,false,6160,876,963,true,1232,true,1932,true,Facility Data Signals,939,true,true,true
facility/alden-estates-cts-of-huntley-huntley-il-60142-141hz5g/index.html,6053,false,6053,835,922,true,1210,true,1878,true,Facility Data Signals,898,true,true,true
